Food Group,Food_Protein,Protein (g),Food Group,Food_Fat,Total Fat (g),Food Group,Food_Fiber,Total Dietary Fiber(g),Food Group,Food_CHO,CHO (g),Food Group,Food_Energy,Energy (kcals),Food Group,Food_Thiamine,Thaimine (mg),Food Group,Food_Riboflavin,Riboflavin (mg),Food Group,Food_Niacin,Niacin (mg),Food Group,Food_Pantothenic ,Pantothenic acid (mg),Food Group,Food_B6,Total B6 (mg),Food Group,Food_Biotin,Biotin (B7) (mcg),Food Group,Food_folates,Total folates (mcg),Food Group,Food_ascorbic,Total ascorbic acid (mg),Food Group,Food_Ergocalciferol,Ergocalciferol D2 (mcg),Food Group,Food_Vit_E,Vit E (mg),Food Group,Food_Vit_K1,Vit K1 (mcg),Food Group,Food Name,beta- carotene (mcg),Food Group,Food Name,Calcium (mg),Food Group,Food Name,Chromium (mg),Food Group,Food Name,Iron (mg),Food Group,Food Name,Magnesium (mg),Food Group,Food Name,Manganese (mg),Food Group,Food Name,Molebdeum (mg),Food Group,Food Name,Phosphorus (mg),Food Group,Food Name,Potassium (mg),Food Group,Food Name,Selenium (mcg),Food Group,Food Name,Sodium (mg),Food Group,Food Name,Zinc (mg),Food Group,Food Name,Linoleic (mg),Food Group,Food Name,alpha- linolenic (mg),Food Group,Food Name,Arachidonic (mg),Food Group,Food Name,Histidine (g),Food Group,Food Name,Isoleucine (g),Food Group,Food_Luecine,Luecine (g),Food Group,Food_Lysine,Lysine (g),Food Group,Food_Methionine,Methionine (g),Food Group,Food_Cystine,Cystine (g),Food Group,Food_Phenylalanine,Phenylalanine (g),Food Group,Food_Threonine,Threonine (g),Food Group,Food_Tryptophan,Tryptophan (g),Food Group,Food_Valine,Valine (g)
GL,"Lentil whole, yellowish",22.87,NOS,"Coconut, kernel, fresh ",41.38,CSD,"Cardamom, black",23.46,F,"Raisins, dried, black",71.29,NOS,"Niger seeds, black ",512.428864,GL,"Peas, dry",0.56,GL,"Soya bean, brown",0.24,NOS,Pistachio nuts,3.52,GL,"Lentil whole, yellowish",1.68,CSD,Pippali,0.6,GLV,Garden cress,12.01,GL,"Bengal gram, whole",233,GLV,Drumstick leaves,108,CSD,Nutmeg,46.67,NOS,"Niger seeds, gray ",2.66,CSF,Curry leaves,275,GLV,"Betel leaves, big (kolkata)",4186,NOS,"Niger seeds, black ",575,CSD,Mace,0.069,NOS,"Gingelly seeds, white",14.95,NOS,"Gingelly seeds, white",328,CM,"Amaranth seed, pale brown",4.44,GL,"Red gram, dal",0.131,NOS,"Coconut, kernel, dry ",500,GL,"Red gram, dal",1395,RT,"Radish, elongate, white skin",288,CSD,Fenugreek seeds,40.2,CSD,Cumin seedS,4.29,NOS,Pistachio nuts,11776,GL,"Black gram, dal",566,F,Wood Apple ,0,GL,"Cowpea, white",3.25,OV,"Ridge gourd, smooth skin",4.92,F,"Banana, ripe, poovam ",9.41,GL,"Field bean, black",6.79,NOS,"Gingelly seeds, white",2.25,F,Plum,1.89,GL,"Bengal gram, whole",6.26,F,"Banana, ripe, poovam ",5.08,CSF,Curry leaves,1.64,GLV,Parsley,6.19
GL,"Green gram, whole",22.53,NOS,Mustard seeds ,40.19,GL,"Field bean, black",23.4,NOS,"Arecanut, dried, brown ",70.42,NOS,Mustard seeds ,509.560792,NOS,Mustard seeds ,0.55,GL,"Bengal gram, whole",0.24,CM,"Rice, raw, brown",3.4,GL,"Green gram, dal",1.68,CSF,Curry leaves,0.57,NOS,Pistachio nuts,11.82,GL,"Cowpea, brown",231,CSF,"Chillies, green - all varieties",94.07,NOS,Walnut,46.31,CSF,Curry leaves,1.82,CSD,"Chillies, red",274,CSF,Coriander leaves,3808,CSD,Cloves,567,CSD,"Pepper, black",0.068,NOS,Sunflower seeds,14.95,CM,"Amaranth seed, black",325,NOS,Linseeds,4.23,NOS,Ground nut ,0.126,GL,"Soya bean, white",494,GL,"Rajmah, brown",1366,RT,"Carrot, orange",273,CSF,Coriander leaves,37,NOS,Pine seed,4.18,NOS,Ground nut ,11584,GL,"Rajmah, red",557,GL,"Black gram, whole",0,OV,"Bean scarlet, tender",3.23,OV,"Plantain, stem",4.92,GLV,Garden cress,9.23,GL,"Lentil whole, brown",6.78,CM,Samai,2.21,CM,Samai,1.85,F,Mangosteen ,6.21,F,"Grapes, seedless, round, black",5.05,MMP,Khoa,1.59,GLV,Garden cress,6.17
GL,"Lentil whole, brown",22.49,NOS,Ground nut ,39.63,CSD,"Cardamom, green",23.1,NOS,"Arecanut, dried, red color",70.27,NOS,"Niger seeds, gray ",508.604768,CSD,Cloves,0.53,GL,"Horse gram, whole",0.24,NOS,"Gingelly seeds, black",3.12,GL,"Cowpea, white",1.66,CSF,"Garlic, big clove",0.56,OV,Broad beans,10.03,GL,"Red gram, whole",229,OV,"Mango, green, raw",90.24,CSD,Cloves,45.07,GLV,Agathi leaves,1.77,CSF,Coriander leaves,274,GLV,Parsley,2710,MMP,Paneer,476,F,"Tamarind, pulp",0.066,NOS,Ground nut ,14.95,NOS,Safflower seeds ,321,CSD,Cumin seedS,4.21,GL,"Horse gram, whole",0.124,GL,"Soya bean, brown",483,GL,"Rajmah, black",1362,RT,"Carrot, red",267,CSD,Coriander seeds,34.41,NOS,Linseeds,4.03,GL,"Soya bean, brown",9969,GL,"Rajmah, brown",552,GL,"Black gram, dal",0,GL,"Field bean, brown",3.23,OV,"Jack fruit, raw",4.9,F,"Banana, ripe, montham",9.22,GL,"Field bean, brown",6.75,NOS,"Coconut, kernel, fresh ",2.19,CM,"Rice, raw, milled",1.84,GL,"Green gram, whole",6.21,RT,Tapioca,5,GL,"Soya bean, brown",1.59,F,"Mango, ripe, paheri",6.13
GL,"Black gram, whole",21.97,NOS,"Niger seeds, gray ",39.53,GL,"Field bean, white",22.99,CM,"Wheat, bulgur",69.06,NOS,"Gingelly seeds, black",507.648744,NOS,"Garden cress, seeds ",0.52,NOS,"Arecanut, dried, red color",0.24,NOS,"Gingelly seeds, brown ",3.05,F,Bael fruit ,1.62,GL,"Black gram, whole",0.53,OV,Parwar,9.86,GLV,Parsley,197,GLV,Brussels sprouts,89.45,CSD,Mace,44.92,GL,"Bengal gram, whole",1.72,GLV,Agathi leaves,269,RT,"Carrot, red",2706,CSD,Pippali,414,CSF,Mint leaves,0.063,NOS,Walnut,14.95,NOS,Almond ,314,CSF,"Ginger, fresh",3.85,F,Plum,0.115,MMP,Khoa,476,GL,"Field bean, white",1360,RT,Tapioca,255,OV,"Mango, green, raw",33.15,GL,"Soya bean, brown",4.01,GL,"Soya bean, white",9754,GL,"Rajmah, black",541,GL,"Rajmah, red",0,GL,Ricebean,3.23,OV,"Onion, stalk",4.88,F,Mangosteen ,9.1,GL,Ricebean,6.75,CM,Rice flakes,2.11,CM,"Wheat, semolina",1.79,GL,"Green gram, dal",6.2,GLV,Bathua leaves,4.95,NOS,Linseeds,1.57,F,"Banana, ripe, poovam ",6.11
GL,"Horse gram, whole",21.73,NOS,"Niger seeds, black ",38.61,GL,"Red gram, whole",22.84,F,"Raisins, dried, golden ",68.79,NOS,Safflower seeds ,473.470886,CSD,Cumin seedS,0.52,GL,"Soya bean, white",0.23,CSD,Cumin seedS,2.87,GL,"Bengal gram, dal",1.6,F,"Banana, ripe, montham",0.51,M,"Button mushroom, fresh ",9.23,GL,"Bengal gram, dal",182,GLV,"Amaranth leaves, green",83.54,CSD,"Cardamom, green",43.72,GLV,"Pumpkin leaves, tender",1.69,GLV,"Tamarind leaves, tender",249,F,"Dates, dry, dark brown ",2705,CSD,"Pepper, black",405,GLV,"Gogu leaves, green",0.061,NOS,Safflower seeds ,14.95,NOS,"Gingelly seeds, black",307,NOS,Walnut,3.47,NOS,"Gingelly seeds, white",0.114,NOS,"Niger seeds, gray ",474,GL,Moth bean,1356,NOS,"Niger seeds, gray ",153.64,NOS,"Niger seeds, black ",32.93,CSD,Coriander seeds,3.91,NOS,Cashew nut ,7427,GLV,Drumstick leaves,446,GL,"Rajmah, brown",0,GL,"Field bean, black",3.21,F,Black berry (Rubus fruticosus),4.86,GLV,Bathua leaves,8.99,GL,"Rajmah, red",6.71,CM,Bajra,2.11,NOS,"Niger seeds, black ",1.76,CM,Samai,6.14,GLV,Garden cress,4.95,GLV,Spinach,1.53,MMP,Khoa,6.1
GL,"Red gram, dal",21.7,CSD,Nutmeg,36.52,GL,"Soya bean, white",22.63,CM,"Wheat, semolina",68.43,CSD,Nutmeg,463.67164,NOS,"Niger seeds, black ",0.46,NOS,"Niger seeds, black ",0.23,CM,Barley,2.84,GL,"Horse gram, whole",1.58,F,"Banana, ripe, poovam ",0.5,NOS,"Garden cress, seeds ",8.66,GL,"Horse gram, whole",163,OV,Drumstick,71.86,CSD,"Cardamom, black",43.55,CSD,Poppy seeds,1.67,GLV,"Pumpkin leaves, tender",243,F,"Dates, dry, pale brown ",2700,NOS,Mustard seeds ,402,CSF,Curry leaves,0.06,NOS,Pistachio nuts,14.95,NOS,"Coconut, kernel, dry ",307,CSD,Nutmeg,3.42,GL,"Peas, dry",0.113,GL,"Field bean, black",457,CSD,"Cardamom, black",1331,CSD,Omum,87.04,RT,"Radish, round, red skin",32.27,NOS,Safflower seeds ,3.9,CSD,Omum,5119,GLV,"Gogu leaves, green",434,GL,"Rajmah, black",0,OV,Bottlegourd,3.17,F,Fig ,4.84,GL,"Field bean, black",8.91,OV,"Bean scarlet, tender",6.7,CM,"Maize, dry",2.1,NOS,"Coconut, kernel, dry ",1.75,GLV,Agathi leaves,6.03,F,Peach,4.92,CM,"Amaranth seed, black",1.5,OV,"Cucumber, green, elongate",6.09
NOS,"Gingelly seeds, white",21.7,NOS,Linseeds,35.67,GL,"Field bean, brown",22.4,CM,Jowar,67.68,NOS,"Garden cress, seeds ",445.268178,CM,"Wheat, whole",0.46,CSD,Omum,0.23,GL,"Peas, dry",2.69,CSF,"Garlic, big clove",1.57,CM,"Amaranth seed, black",0.5,GLV,Agathi leaves,7.75,GLV,"Colocasia leaves, green",159,GLV,"Knol-Khol, leaves",71.11,CM,"Maize, tender, local",42.34,CSD,Cumin seedS,1.49,GLV,Basella leaves,236,GLV,Mustard leaves,2619,CSD,"Cardamom, green",378,OV,"Onion, stalk",0.059,NOS,Pine seed,14.95,CSD,"Cardamom, black",286,CM,Ragi,3.19,NOS,Mustard seeds ,0.108,GL,"Field bean, white",448,GL,"Rajmah, red",1324,NOS,Linseeds,71.47,OV,Cauliflower,30.72,CSD,Fenugreek seeds,3.8,NOS,Mustard seeds ,4932,CSF,Curry leaves,417,GLV,Drumstick leaves,0,GL,"Red gram, dal",3.16,GLV,Bathua leaves,4.83,GL,"Field bean, brown",8.88,GL,"Rajmah, brown",6.67,F,Phalsa ,2.05,CSD,"Chillies, red",1.74,GLV,Radish leaves,6,GLV,Parsley,4.91,F,"Mango, ripe, paheri",1.49,GLV,Bathua leaves,6.07
NOS,"Gingelly seeds, brown ",21.61,NOS,Safflower seeds ,30.87,GL,"Soya bean, brown",21.55,F,"Tamarind, pulp",67.35,NOS,Linseeds,443.834142,GL,Ricebean,0.46,CSF,"Garlic, small clove",0.23,CM,"Maize, dry",2.69,GL,"Red gram, whole",1.56,NOS,"Gingelly seeds, brown ",0.49,OV,"Onion, stalk",6.99,GL,"Green gram, whole",145,GLV,Radish leaves,65.76,CM,Ragi,41.46,NOS,"Niger seeds, black ",1.44,GLV,Bathua leaves,224,GLV,Spinach,2605,NOS,"Niger seeds, gray ",375,CSD,Pippali,0.055,NOS,Linseeds,14.95,CSD,Omum,273,CM,"Wheat, whole",3.19,GL,"Cowpea, brown",0.108,NOS,Almond ,446,GL,"Red gram, whole",1303,GL,"Lentil whole, yellowish",56.28,MMP,"Milk,Whole,Buffollo",30.1,CSD,"Cardamom, green",3.71,CSD,Mace,4571,GLV,Agathi leaves,407,GLV,"Gogu leaves, green",0,OV,Broad beans,3.16,MMP,Paneer,4.79,CM,Ragi,8.86,GL,"Cowpea, brown",6.67,CSD,Coriander seeds,2.04,NOS,"Niger seeds, gray ",1.71,GL,"Bengal gram, dal",5.97,GLV,Fenugreek leaves,4.9,GLV,"Tamarind leaves, tender",1.47,CM,"Rice, raw, milled",6.06
GL,"Bengal gram, dal",21.55,CSD,Poppy seeds,30.38,CSD,Turmeric powder,21.38,CM,Ragi,66.82,CSD,Poppy seeds,422.562608,CSD,"Chillies, red",0.46,CSD,Coriander seeds,0.23,CM,"Wheat, whole",2.68,CSF,"Garlic, small clove",1.51,GL,"Lentil whole, yellowish",0.47,OV,"Capsicum, yellow",6.33,GLV,Spinach,142,OV,Knol - Khol,64.7,CSD,Poppy seeds,33.92,GL,"Soya bean, white",1.33,GLV,"Betel leaves, big (kolkata)",207,GLV,Radish leaves,2591,GLV,"Knol-Khol, leaves",368,GLV,"Pumpkin leaves, tender",0.053,NOS,"Gingelly seeds, black",13.9,CM,"Amaranth seed, pale brown",270,GL,"Horse gram, whole",3.13,GLV,"Knol-Khol, leaves",0.105,NOS,"Niger seeds, black ",445,GL,"Field bean, black",1272,NOS,"Gingelly seeds, black",54.41,RT,"Sweet potato, brown skin",29.6,GL,"Bengal gram, dal",3.65,CSD,Cumin seedS,4269,CSD,Turmeric powder,377,CSF,Curry leaves,0,OV,"Red gram, tender, fresh",3.14,GLV,Parsley,4.78,GLV,"Pumpkin leaves, tender",8.85,GL,Moth bean,6.63,CM,Rice puffed,2,CSF,"Garlic, big clove",1.71,GL,"Rajmah, brown",5.91,OV,"Plantain, stem",4.86,F,"Currants, black ",1.47,F,"Banana, ripe, robusta ",6.05
GL,"Cowpea, white",21.25,CSD,Mace,24.41,CSD,Omum,20.58,CM,Varagu,66.19,NOS,"Coconut, kernel, fresh ",408.939266,GL,"Red gram, dal",0.45,CSD,Cloves,0.22,GL,"Rajmah, black",2.61,GL,"Cowpea, brown",1.47,GL,"Lentil whole, brown",0.46,CM,Samai,6.03,NOS,"Niger seeds, black ",140,GLV,Basella leaves,63.35,CM,"Maize, dry",33.6,GL,"Soya bean, brown",1.29,GLV,Mustard leaves,192,GLV,Basella leaves,2473,CM,Ragi,364,CSD,Asafoetida,0.051,CSD,Omum,13.65,NOS,Pine seed,268,CM,"Wheat flour, atta",2.98,GL,"Black gram, whole",0.099,CSD,Fenugreek seeds,435,GL,"Green gram, dal",1268,CM,"Wheat flour, atta",53.12,RT,"Sweet potato, pink skin",29.04,NOS,"Niger seeds, gray ",3.62,NOS,Linseeds,3191,GLV,Fenugreek leaves,362,GLV,Agathi leaves,0,F,"Palm fruit, tender ",3.14,OV,Bitter gourd,4.74,GLV,Spinach,8.7,OV,Bottlegourd,6.63,CM,"Amaranth seed, pale brown",1.95,RT,"Yam, elephant",1.66,GL,"Rajmah, red",5.9,OV,"Corn, Baby",4.83,RT,"Sweet potato, pink skin",1.46,F,Litchi ,6.05
GL,"Red gram, whole",20.47,NOS,"Garden cress, seeds ",23.74,GL,"Black gram, whole",20.41,CM,Samai,65.55,GL,"Soya bean, brown",381.453576,GL,Moth bean,0.45,GL,"Lentil whole, yellowish",0.22,GL,"Lentil whole, yellowish",2.56,GL,Moth bean,1.41,GL,"Soya bean, white",0.45,OV,"French beans, hybrid",5.93,GL,"Black gram, whole",134,GLV,Mustard leaves,60.32,NOS,Mustard seeds ,31.79,GLV,Spinach,1.29,GLV,Radish leaves,185,CSD,Mace,2322,GLV,"Amaranth leaves, green",330,GLV,Radish leaves,0.051,CSD,"Pepper, black",11.91,NOS,Linseeds,266,CSD,Asafoetida,2.96,CSD,Fenugreek seeds,0.098,GL,"Field bean, brown",429,CSD,"Cardamom, green",1262,NOS,"Gingelly seeds, white",52.64,CSD,Omum,28.58,GL,Lentil dal,3.61,CSD,"Chillies, red",3081,GLV,"Colocasia leaves, green",335,CSD,Turmeric powder,0,F,Black berry (Rubus fruticosus),3.09,NOS,Walnut,4.74,GLV,"Tamarind leaves, tender",8.7,GL,"Green gram, whole",6.6,GLV,Garden cress,1.95,CM,Rice flakes,1.65,GL,"Black gram, whole",5.9,OV,Bitter gourd,4.83,MMP,"Milk, Whole, Cow",1.46,GLV,Agathi leaves,5.99
GL,"Peas, dry",20.43,CSD,Omum,21.11,CSD,Mace,20.31,CM,"Maize, dry",64.77,GL,"Soya bean, white",377.390474,GL,"Green gram, whole",0.45,GL,"Lentil whole, brown",0.22,GL,"Lentil whole, brown",2.54,NOS,Cashew nut ,1.4,NOS,"Niger seeds, black ",0.45,OV,"Bamboo shoot, tender",5.93,GL,"Lentil whole, brown",132,GLV,Fenugreek leaves,58.25,OV,"Corn, Baby",31.2,CSD,"Pepper, black",1.27,CSD,"Pepper, black",171,F,"Apricot, dried ",1806,NOS,"Garden cress, seeds ",318,CM,Rice flakes,0.05,CSD,Poppy seeds,10.13,CSD,Turmeric powder,260,NOS,"Gingelly seeds, black",2.87,GL,"Red gram, whole",0.087,GL,"Green gram, dal",416,GL,"Field bean, brown",1245,GL,"Bengal gram, dal",50.97,RT,"Radish, elongate, white skin",28.2,GL,"Lentil whole, brown",3.6,NOS,"Garden cress, seeds ",2839,CSD,Pippali,299,GLV,Fenugreek leaves,0,F,Karonda fruit ,3.08,F,Litchi ,4.73,F,"Jambu fruit, ripe",8.52,CSD,Fenugreek seeds,6.6,MMP,Khoa,1.95,RT,"Yam, ordinary",1.65,GL,"Field bean, black",5.88,MMP,"Milk, Whole, Cow",4.81,NOS,Safflower seeds ,1.43,OV,"Ridge gourd, smooth skin",5.99
GL,"Cowpea, brown",20.36,MMP,Khoa,20.62,GL,"Rajmah, black",17.74,CM,"Wheat, whole",64.72,CM,Rice puffed,361.855084,CM,"Wheat flour, atta",0.42,GLV,Fenugreek leaves,0.22,CM,"Rice, parboiled, milled",2.51,GL,Lentil dal,1.32,CM,"Maize, tender, local",0.45,OV,Bitter gourd,5.76,NOS,"Gingelly seeds, white",131,GLV,Cauliflower leaves,52.84,OV,"Red gram, tender, fresh",28.96,NOS,"Gingelly seeds, white",1.26,CSF,Mint leaves,164,GLV,Beet greens,1703,GLV,Drumstick leaves,314,CSD,Cloves,0.047,CSD,Cloves,9.41,GL,"Soya bean, brown",259,CSD,Coriander seeds,2.81,GL,"Rajmah, brown",0.081,CM,"Amaranth seed, pale brown",412,GL,"Cowpea, white",1243,GL,"Green gram, dal",50.14,MF,Coconut Water,28.09,GL,"Cowpea, white",3.57,CSD,Cloves,2737,GLV,"Pumpkin leaves, tender",298,GLV,"Colocasia leaves, green",0,GL,"Cowpea, brown",2.93,OV,Bottlegourd,4.71,CM,Bajra,8.52,CSD,Cloves,6.6,CM,"Amaranth seed, black",1.86,NOS,Mustard seeds ,1.63,GL,Moth bean,5.85,F,Black berry (Rubus fruticosus),4.76,OV,Bottlegourd,1.42,OV,"French beans, hybrid",5.98
CSD,Poppy seeds,20.31,GL,"Soya bean, brown",19.82,NOS,"Gingelly seeds, brown ",17.21,CM,"Wheat flour, atta",64.17,CSD,Omum,357.31397,GL,"Lentil whole, yellowish",0.42,GL,"Rajmah, brown",0.21,GL,"Rajmah, red",2.42,GL,"Red gram, dal",1.27,F,"Banana, ripe, robusta ",0.44,RT,"Sweet potato, pink skin",5.71,NOS,"Gingelly seeds, black",127,OV,Bottlegourd,50.87,F,Wood Apple ,28.71,CSD,Nutmeg,1.21,CSD,Cloves,161,CSD,"Chillies, red",1542,CSD,"Cardamom, black",312,NOS,"Niger seeds, gray ",0.046,CM,"Amaranth seed, black",9.33,CSD,"Chillies, red",231,GL,"Bengal gram, whole",2.71,GL,Lentil dal,0.079,GL,"Rajmah, red",409,GL,"Cowpea, brown",1241,GL,"Peas, dry",50.07,OV,Knol - Khol,27.46,NOS,Almond ,3.5,GL,"Bengal gram, dal",2360,CSF,Mint leaves,286,CSD,Pippali,0,F,"Raisins, dried, golden ",2.92,NOS,"Niger seeds, gray ",4.69,CSD,Pippali,8.49,GL,"Bengal gram, whole",6.59,CM,Barley,1.86,NOS,Linseeds,1.61,GL,"Field bean, white",5.76,F,Litchi ,4.74,NOS,Pistachio nuts,1.42,OV,"Pumpkin, green, cylindrical",5.97
GL,Ricebean,19.97,GL,"Soya bean, white",19.42,NOS,"Gingelly seeds, black",17.16,CM,Bajra,61.78,CM,"Rice, raw, milled",356.357946,NOS,Walnut,0.4,CM,Varagu,0.2,GL,"Red gram, whole",2.42,GL,"Peas, dry",1.26,OV,"French beans, hybrid",0.44,OV,Bottlegourd,5.55,OV,"Field beans, tender, broad",123,F,Strawberry ,50.2,GL,"Rajmah, black",27.98,CSD,"Cardamom, black",1.1,CSD,Cumin seedS,146,OV,"Tomato, ripe, hybrid",1513,GLV,Parsley,288,GLV,Basella leaves,0.046,F,"Tamarind, pulp",9.16,GL,"Cowpea, brown",213,GL,"Soya bean, brown",2.69,GL,"Lentil whole, brown",0.076,NOS,Walnut,400,GL,Ricebean,1196,GL,Lentil dal,49.5,CSD,Mace,27.12,GL,"Soya bean, white",3.47,CM,"Amaranth seed, black",2259,NOS,"Niger seeds, gray ",265,GLV,"Pumpkin leaves, tender",0,RT,"Yam, elephant",2.89,NOS,Ground nut ,4.67,GL,"Field bean, white",8.48,OV,"Onion, stalk",6.5,NOS,"Garden cress, seeds ",1.85,CM,"Amaranth seed, black",1.6,GLV,Bathua leaves,5.73,OV,"Onion, stalk",4.74,MMP,Paneer,1.42,OV,"Colocasia, stem, black",5.96
GL,"Field bean, black",19.93,CSD,Coriander seeds,17.47,GL,"Green gram, whole",17.04,CM,"Amaranth seed, pale brown",61.46,CM,"Amaranth seed, black",356.11894,GL,"Lentil whole, brown",0.4,CM,Bajra,0.2,GL,"Rajmah, brown",2.37,F,Avocado fruit ,1.26,GL,"Soya bean, brown",0.43,OV,"Capsicum, red",5.47,GL,Ricebean,122,F,Pummelo,48.89,GL,"Rajmah, red",26.73,GL,Ricebean,1.06,GLV,Cauliflower leaves,144,GLV,"Pumpkin leaves, tender",1455,GLV,Fenugreek leaves,274,NOS,"Arecanut, dried, brown ",0.045,GL,"Horse gram, whole",8.76,GL,"Cowpea, white",213,GLV,"Betel leaves, big (kolkata)",2.57,NOS,"Gingelly seeds, brown ",0.075,GL,"Rajmah, brown",396,GL,"Green gram, whole",1177,CM,"Wheat, whole",47.76,GL,"Black gram, whole",26.8,GL,"Cowpea, brown",3.41,CM,"Amaranth seed, pale brown",2223,MMP,Khoa,265,CSF,Mint leaves,0,CSD,Cumin seedS,2.87,OV,Ridge gourd,4.6,CM,"Rice, raw, brown",8.4,GL,"Lentil whole, yellowish",6.43,F,"Jambu fruit, ripe",1.85,F,Fig ,1.6,GL,"Field bean, brown",5.72,OV,Bottlegourd,4.72,CM,"Wheat, whole",1.4,OV,Ridge gourd,5.95
GL,"Rajmah, red",19.91,CSD,Cumin seedS,16.64,GL,"Peas, dry",17.01,CM,Barley,61.29,CM,"Amaranth seed, pale brown",355.879934,NOS,"Niger seeds, gray ",0.38,GL,"Rajmah, red",0.19,CM,"Wheat flour, atta",2.37,CM,"Wheat, whole",1.08,GL,"Red gram, whole",0.42,OV,Cluster beans,5.35,GL,"Lentil whole, yellowish",121,F,"Lemon, juice",48.16,GL,"Rajmah, brown",25.82,NOS,Cashew nut ,1.05,GLV,"Cabbage, violet",117,GLV,Lettuce,1285,GLV,"Pumpkin leaves, tender",271,CSD,Coriander seeds,0.041,CSF,Curry leaves,8.67,CSD,Nutmeg,212,NOS,Almond ,2.54,CM,"Wheat, whole",0.073,NOS,Mustard seeds ,391,GL,"Black gram, dal",1157,GLV,Beet greens,47.75,GLV,"Knol-Khol, leaves",26.8,GL,"Bengal gram, whole",3.37,GL,"Bengal gram, whole",2220,CSD,"Pepper, black",258,NOS,"Niger seeds, gray ",0,F,"Grapes, seedless, round, green ",2.87,GL,"Field bean, brown",4.59,F,"Currants, black ",8.33,GL,"Black gram, whole",6.35,CSF,"Onion, small",1.84,NOS,Safflower seeds ,1.6,CM,Ragi,5.7,GLV,Spinach,4.7,GLV,Radish leaves,1.39,OV,Parwar,5.95
GL,"Field bean, brown",19.9,MMP,Paneer,14.78,NOS,"Gingelly seeds, white",16.99,CM,"Amaranth seed, black",59.98,CSD,Mace,355.640928,CM,Ragi,0.37,GL,"Rajmah, black",0.19,GL,Ricebean,2.32,NOS,Ground nut ,1.01,CSD,"Chillies, red",0.42,RT,"Sweet potato, brown skin",5.19,GLV,Agathi leaves,120,OV,Cauliflower,47.14,CSD,"Pepper, black",25.68,CSD,Coriander seeds,1.01,NOS,"Gingelly seeds, brown ",113,F,"Mango, ripe, kesar ",1264,GL,"Horse gram, whole",269,GLV,Fenugreek leaves,0.039,CSF,Mint leaves,8.56,CSD,Mace,207,NOS,"Gingelly seeds, brown ",2.53,GL,"Field bean, black",0.073,GL,"Rajmah, black",386,F,"Raisins, dried, black",1105,NOS,"Niger seeds, black ",46.87,GL,"Bengal gram, whole",26.56,GL,"Lentil whole, yellowish",3.31,CSD,Coriander seeds,2203,GLV,Parsley,255,MMP,Khoa,0,RT,"Yam, ordinary",2.86,GL,"Soya bean, white",4.59,OV,"Bean scarlet, tender",8.31,GL,"Horse gram, whole",6.24,GLV,"Colocasia leaves, green",1.79,F,Avocado fruit ,1.58,GLV,"Amaranth leaves, green",5.68,F,Sapota ,4.68,CSD,Omum,1.38,OV,"Onion, stalk",5.9
GL,"Field bean, white",19.84,F,Avocado fruit ,13.86,GL,"Rajmah, brown",16.95,GL,"Horse gram, whole",57.24,S,"Jaggery, cane ",353.72888,GL,"Bengal gram, whole",0.37,CSF,Mint leaves,0.19,GL,"Soya bean, white",2.28,GL,Ricebean,0.98,OV,"Field beans, tender, broad",0.42,CSD,"Cardamom, green",4.94,CSF,Curry leaves,117,F,"Lime, sweet,pulp ",46.96,CSD,"Chillies, red",24.36,CSD,"Chillies, red",0.98,GLV,"Cabbage, green",113,GLV,Bathua leaves,1075,CSD,Asafoetida,266,GLV,Mustard leaves,0.039,CSD,Fenugreek seeds,8.47,GL,Moth bean,205,GL,"Field bean, white",2.41,F,"Tamarind, pulp",0.07,CSD,Cumin seedS,382,GL,"Black gram, whole",1093,MMP,Khoa,44.97,GL,Moth bean,26.34,NOS,Mustard seeds ,3.18,NOS,"Niger seeds, black ",2187,GLV,"Amaranth leaves, green",247,CSD,"Pepper, black",0,GL,"Black gram, whole",2.85,GL,"Field bean, black",4.57,CSD,Turmeric powder,8.28,GL,"Black gram, dal",6.22,F,"Currants, black ",1.77,GL,"Soya bean, brown",1.56,GL,"Black gram, dal",5.68,F,"Banana, ripe, montham",4.66,CM,Samai,1.35,MMP,"Milk,Whole,Buffollo",5.86
